"asset_id","report_id","title","type","package_file","source_data","generator_or_model","software","input_sha256","output_sha256","status","notes"
"FIG_6-3","图6-3","官方PID与ARDG-RGPC的螺旋爬升和8字轨迹结果","figure","05_visuals/assets/report_final_20260816/FIG_6-3.png","05_visuals/assets/report_sources/data/FIG_6-3__figure_6_3_continuous_trajectories.csv","08_provenance/report_generation_sources/scripts/chapter6_figures.py","Syslab/Python/Matplotlib","ABDDABD7CB3B2174B335DB65BD558CA2FC587360E2F40B5467EDBD1261CEB3DD","E9EFCE33E652AD404E6E47F53AE67DFFF86D1DDA5EC2CBAFF6F8F4FD48165D56","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-4","图6-4","五种算法在四项共同任务中的位置RMSE","figure","05_visuals/assets/report_final_20260816/FIG_6-4.png","04_results/report_evidence/03_five_controller_common_scenes.csv;05_visuals/assets/report_sources/data/FIG_6-4__figure_6_4_five_controller_common.csv","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","Syslab/Python/Matplotlib","1B3C773C7D3A81D98C3BE0F059DF6D13C81A96A05E24BC0323DB528A5C68D0E4;073F2A93F244B98EE2E3A4B709C09DFAE86FE0DC63120D0226E58A6A3165233A","46300F22D7A8BD2203B8C662842E4FC9CB1D1C2C67241A89748D9B7917377760","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-5","图6-5","参数变化下的预设工况与随机配对结果","figure","05_visuals/assets/report_final_20260816/FIG_6-5.png","05_visuals/assets/report_sources/data/FIG_6-5__paired_peak_results.csv","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","MWORKS Sysplorer/Syslab/Python/Matplotlib","8E5A92CB46DEC874048DEF736AF02BCF43974615908883313EEE5DFB876897F2","53A9996FF7D41CD95474073B9BF07026851E5E9A33EB61460D57A9EDD80A9800","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-6","图6-6","ARDG-RGPC参数优化过程与最终定型","figure","05_visuals/assets/report_final_20260816/FIG_6-6.png","05_visuals/assets/report_sources/data/FIG_6-6__parameter_optimization.csv","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","MWORKS Sysplorer/Syslab/Python/Matplotlib","67A8805DCEC9EA999366C7A8D53355EF502238D72CBB758EC83DA973A16FF9F4","D2A919446E47FDC0C03AA717D3ABE10DFEBAC74DF5A74B8257E81085D28D1E9E","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-7","图6-7","两个机体系角扰动场景的姿态、补偿与守卫状态","figure","05_visuals/assets/report_final_20260816/FIG_6-7.png","05_visuals/final_shared_assets/data/BODY_ROLL_POS_ARDG-RGPC.csv;05_visuals/final_shared_assets/data/BODY_PITCH_NEG_ARDG-RGPC.csv","05_visuals/final_shared_assets/FINAL_ASSET_INDEX.json","MWORKS Sysplorer/Syslab/Python/Matplotlib","AD25944A278599263417CDCECFB3CC25A8CC999C7A364D6B5969841E70FD9531;4676CE73F6D85405B3E4E2EA88190C1BD79941B5F2F79872D752E62838CB6AF5","929B379D48E03ECB4A51DF5EF08E6D816EC02ED29DFC0B3C4DBDC5AD1620E97E","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-8","图6-8","ARDG-RGPC与官方PID在三事件外力扰动下的位置恢复","figure","05_visuals/assets/report_final_20260816/FIG_6-8.png","05_visuals/final_shared_assets/data/Scene06b_ARDG-RGPC.csv;04_results/report_evidence/official_pid_scene06b/raw.csv","05_visuals/final_shared_assets/FINAL_ASSET_INDEX.json","MWORKS Sysplorer/Syslab/Python/Matplotlib","88E7B506C55BDED8024F5C389FFC86282315FD0387534473B4831DAC7586332C;4FC6715CAE0C79EFEB8E8A2A1200D736F73E0AD95A77E39BA96DB3787CAC94E2","9D1DB67C454EDF0D47EA24E93517E220860C8CB088005D9C6E7808CDF851C6C1","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_6-9","图6-9","五相位风扰与五相位传感器退化下的位置RMSE","figure","05_visuals/assets/report_final_20260816/FIG_6-9.png","05_visuals/final_shared_assets/G-J_completion_assets/data/environment_public_source.csv","05_visuals/final_shared_assets/G-J_completion_assets/ASSET_MANIFEST.json","MWORKS Sysplorer/Syslab/Python/Matplotlib","EA296705844DAFB35B5C028A7C125D2CD9699CEC4A1EC89A5A93423C26602011","7022532239237B336A7A52E68DF2B610228C2034C41B92BBA5BD903D0BDC794B","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_7-1","图7-1","ARDG-RGPC三机队形变换的协同跟踪与间距响应","figure","05_visuals/assets/report_final_20260816/FIG_7-1.png","06_supplementary_evidence/ardg_rgpc_formation_final/raw/Scene07B.csv","08_provenance/report_generation_sources/scripts/chapter7_figures.py;08_provenance/report_generation_sources/scripts/chapter7_metrics.jl","Syslab/Python/Matplotlib","6AE3A2EE275338294D18FD6A61EA332AD35F1476F174564AC90B9EC7779691CD","C7C69425B595BD5234E7BF0E4EA992E681F528479EDC319A84E87BF7A5ED430C","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_7-2","图7-2","PP-CBF对三机近距离交汇风险的抑制效果","figure","05_visuals/assets/report_final_20260816/FIG_7-2.png","06_supplementary_evidence/ardg_rgpc_formation_final/raw/Scene07COff.csv;06_supplementary_evidence/ardg_rgpc_formation_final/raw/Scene07COnPredictiveV5C.csv","08_provenance/report_generation_sources/scripts/chapter7_figures.py;08_provenance/report_generation_sources/scripts/chapter7_metrics.jl","Syslab/Python/Matplotlib","8F56C30F00789D79CC06C2E13635B4493EA4ED586D64BB8E9EE36A01A22B957A;B27BC7EAEE58B6F2D6C1BD50AFE8C0096175A89004CE24C43A069332A18C708A","D962F4C1F21DACDA4F50A4A71D78CE41E8B721DB75A595E53CEA4455F2975413","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_8-1","图8-1","不同任务中的主要结果与性能取舍","figure","05_visuals/assets/report_final_20260816/FIG_8-1.png","05_visuals/final_shared_assets/G-J_completion_assets/data/overall_public_source.csv","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","Python/Matplotlib","3800B2F6E4DCF9B7EBC258B474DF0FF9CAA40A3637C4CE034930C7370A728F9C","7A9D29C3F916833A67CFE40E5B924D523765EBA2625DE56EB9B5F4CD731E0D14","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_A-1","附图A-1","2015-2025年四旋翼控制研究关键词相对密度分布","figure","05_visuals/assets/report_final_20260816/FIG_A-1.png","05_visuals/assets/report_sources/data/FIG_1-1__openalex_control_works_2015_2025.csv","08_provenance/report_generation_sources/scripts/chapter1_figures.py","Python/Matplotlib","D9B223355EBD6D58CFD09CC2D9240191BC40385739EF7E6D62C140FBC33BA174","3FB78DE2F5310A2F8F61DCF4D5299CE0F97E4B86340872C897948CD0F7FAC7A5","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_C-1","图C-1","ARDG角残差判别、守卫与受限补偿流程","figure","05_visuals/assets/report_final_20260816/FIG_C-1.png","08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","","35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048","EBB883BE5302C37B5C1189171EB59C483ECDD5F619B429086B643DF1CE9D28A6","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_C-2","图C-2","ARDG-RGPC的Sysblock功能分区与端口关系","figure","05_visuals/assets/report_final_20260816/FIG_C-2.png","01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo;08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json","08_provenance/FIGURE_ROUND3_BUILD_RECORD.json;Python + Matplotlib","","9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F;35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048","B445949E7555104DFB8329B259A0490466E0A65CCAFB5BD1E5A92233AB1158D6","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_C-3","图C-3","Sysblock内部实现重点区域","figure","05_visuals/assets/report_final_20260816/FIG_C-3.png","01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo;08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json","frozen_admitted_png","MWORKS Sysplorer/Python/Matplotlib","9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F;35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048","6AB862DF16E41B156097C2A1ED9545A85C65454BFB6FCA5DA484D235A99C6459","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_C-4","图C-4","ARDG-RGPC角残差、受限补偿与安全诊断轨迹","figure","05_visuals/assets/report_final_20260816/FIG_C-4.png","05_visuals/final_shared_assets/data/BODY_ROLL_POS_ARDG-RGPC_diagnostics.csv;05_visuals/final_shared_assets/data/BODY_PITCH_NEG_ARDG-RGPC_diagnostics.csv","05_visuals/final_shared_assets/G-J_completion_assets/ASSET_MANIFEST.json","","894CC4B6115358F46B205E108E443FA2FEE67B10225844182EA741B4A8B5B3C7;B032D120587C6324622B1EAED180C653CF30D5C3184F125FEBCEAA609ADC83B6","929B379D48E03ECB4A51DF5EF08E6D816EC02ED29DFC0B3C4DBDC5AD1620E97E","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_D-1","图D-1","ARDG-RGPC参数统计与环境退化补充结果","figure","05_visuals/assets/report_final_20260816/FIG_D-1.png","04_results/report_evidence/parameter11_ardg_rgpc_final/parameter11_final_paired.csv;04_results/report_evidence/parameter_random20_ardg_rgpc_final/paired_results.csv;05_visuals/final_shared_assets/G-J_completion_assets/data/environment_public_source.csv","05_visuals/final_shared_assets/G-J_completion_assets/ASSET_MANIFEST.json","Syslab/Python/Matplotlib","BB83D82CACA74EACCD8A1AB8215CB27DEC9562EC5A43B30331A0697F85D2F518;84E51194DD736D81E6F59AB4990A79C88EFA12FE9724D6D5CBA9AE66470585AD;EA296705844DAFB35B5C028A7C125D2CD9699CEC4A1EC89A5A93423C26602011","654887B521C128EAC54A778FE48A2BA5294AD635FA241402F7CD739E6292ADDE","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_D-2","图D-2","ARDG-RGPC六组复合参数与外扰响应","figure","05_visuals/assets/report_final_20260816/FIG_D-2.png","04_results/report_evidence/10_compound_stress_final.csv","05_visuals/build_finals_visuals_20260816.py","","D81BD4405FAB5D0645D7078577D8E39BA1A6620A927732F6DEC9B9F2C5883A94","2E2F1FFFB9B5464BCE41D4A57E588F5F5739556D8105B824F03E90085A9D343D","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"FIG_E-1","图E-1","PP-CBF参考修正、投影修正与介入状态","figure","05_visuals/assets/report_final_20260816/FIG_E-1.png","06_supplementary_evidence/ardg_rgpc_formation_final/raw/Scene07COff.csv;06_supplementary_evidence/ardg_rgpc_formation_final/raw/Scene07COnPredictiveV5C.csv","08_provenance/report_generation_sources/scripts/chapter7_figures.py;08_provenance/report_generation_sources/scripts/chapter7_metrics.jl","Syslab/Python/Matplotlib","8F56C30F00789D79CC06C2E13635B4493EA4ED586D64BB8E9EE36A01A22B957A;B27BC7EAEE58B6F2D6C1BD50AFE8C0096175A89004CE24C43A069332A18C708A","5B3EB4556F50ACEA9E60F76B920342E25E17CDB75FBEFEC12DC275D5B7015750","admitted","最终报告编号图；源数据、图件哈希与版式已核对。"
"TAB_1-1","表1-1","四旋翼位姿控制的主要问题","table","08_provenance/SOURCE_PROVENANCE.csv","08_provenance/SOURCE_PROVENANCE.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","E5974E1039582E209415D95958E073B8ACECA52920B7488D80392F612E075147","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_1-2","表1-2","赛题主要任务与报告内容","table","00_START_HERE/SCENE_INDEX.csv","00_START_HERE/SCENE_INDEX.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","132749C877976509C77E366D4103AD40EB2523AAE91D990DC6EBDB439B641F4A","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_1-3","表1-3","代表性控制方法及主要特点","table","00_START_HERE/ALGORITHM_REGISTRY.csv","00_START_HERE/ALGORITHM_REGISTRY.csv;08_provenance/SOURCE_PROVENANCE.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","907A31EDF5E742BC2889F86C95F8C0FAEB8B712D1873350CB0E2B17386CC541E;E5974E1039582E209415D95958E073B8ACECA52920B7488D80392F612E075147","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_2-1","表2-1","官方模型的主要组成及信号作用","table","01_models/official/QuadrotorModel/package.mo","01_models/official/QuadrotorModel/package.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","B39A8B23665A3B05CF3FAD406744021F0E65541A02D1EF052D2BD10BA7E76352","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_2-2","表2-2","赛题PID主要通道参数与限幅","table","01_models/official/QuadrotorModel/package.mo","01_models/official/QuadrotorModel/package.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","B39A8B23665A3B05CF3FAD406744021F0E65541A02D1EF052D2BD10BA7E76352","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_2-3","表2-3","赛题PID三轴独立阶跃指标","table","05_visuals/assets/report_sources/data/FIG_2-3__chapter2_pid_baseline_metrics.csv","05_visuals/assets/report_sources/data/FIG_2-3__chapter2_pid_baseline_metrics.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","4A1D492995C9370B008BCB51E2DD43F45057849522286C4334010D0546287318","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_3-1","表3-1","五个比较对象的作用与实现特征","table","00_START_HERE/ALGORITHM_REGISTRY.csv","00_START_HERE/ALGORITHM_REGISTRY.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","907A31EDF5E742BC2889F86C95F8C0FAEB8B712D1873350CB0E2B17386CC541E","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_3-2","表3-2","ARDG-RGPC接口、主要参数与控制范围","table","MAIN_ALGORITHM.json","08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json;01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048;9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_3-3","表3-3","ARDG角残差补偿参数与功能","table","config/main_controller.toml","08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json;01_models/sysblock/A8FormalRAGCACGHTE_20260715.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048;9C0E784EEA14687C26F9CAE9BC3FBDC9F546492659C56CF12E49BA2C80F7FE0F","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_4-1","表4-1","PP-CBF主要参数、诊断量与解释","table","01_models/sysblock/formation/A8FormalFormationPredictiveCBFV5C_20260712.mo","01_models/sysblock/formation/A8FormalFormationPredictiveCBFV5C_20260712.mo","Word表格；数值按登记来源复算","MWORKS Syslab/Word","FA47DF1C51D5656D14F372929B95AE16321B8E28878ED5931364CEFBBF7336BD","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_5-1","表5-1","五种单机控制方法及比较作用","table","00_START_HERE/ALGORITHM_REGISTRY.csv","00_START_HERE/ALGORITHM_REGISTRY.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","907A31EDF5E742BC2889F86C95F8C0FAEB8B712D1873350CB0E2B17386CC541E","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_5-2","表5-2","四类比较安排与适用范围","table","04_results/report_evidence/01_five_controller_scene_coverage.csv","04_results/report_evidence/01_five_controller_scene_coverage.csv;04_results/report_evidence/parameter_random20_ardg_rgpc_final/sample_manifest.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","26C66E1E432F400FD30A17DA49D50763BBB7B711F49304BF8FD318C9248E4DEB;7806EF5989C1D7872AEEA993B78B9E206B635BF140E67DFB4574BCAFEE5E576B","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_5-3","表5-3","赛题要求指标与补充指标","table","02_scripts/syslab/CampaignMetrics.jl","02_scripts/syslab/CampaignMetrics.jl;02_scripts/syslab/CanonicalMetricsV8.jl;04_results/report_evidence/parameter_random20_ardg_rgpc_final/sample_manifest.csv;04_results/report_evidence/parameter_random20_ardg_rgpc_final/statistical_summary.json","Word表格；数值按登记来源复算","MWORKS Syslab/Word","2DEB44774716325D7E40E3DD6A9DC2605541405019528B8AAAE550E4DC8B44D0;E72416BC439220F4BB5C57F0C05E9FA714EBC70EA1D879545313008A9B7D1BDC;7806EF5989C1D7872AEEA993B78B9E206B635BF140E67DFB4574BCAFEE5E576B;6082D9756664F37CCCF343960D39AD2AB5BA72A6594B633D14E56D7F03CFA638","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_6-1","表6-1","三轴独立标准阶跃超调量","table","05_visuals/assets/report_sources/data/FIG_6-1__figure_6_1_step_timeseries.csv","05_visuals/assets/report_sources/data/FIG_6-1__figure_6_1_step_timeseries.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","B511A935DBA5D3B80F715276A3550883F52870AD04B41B0C7B9AD0823885E269","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_6-2","表6-2","PID与ARDG-RGPC的典型任务位置RMSE","table","05_visuals/assets/report_sources/data/FIG_6-2__figure_6_2_step_hover_timeseries.csv","05_visuals/assets/report_sources/data/FIG_6-2__figure_6_2_step_hover_timeseries.csv;05_visuals/assets/report_sources/data/FIG_6-3__figure_6_3_continuous_trajectories.csv","Word表格；数值按登记来源复算","MWORKS Syslab/Word","16E654AFF0A724871CB4E2C799E8BFC213E014A073983863EC854427A6BC2123;ABDDABD7CB3B2174B335DB65BD558CA2FC587360E2F40B5467EDBD1261CEB3DD","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_6-3","表6-3","ARDG-RGPC参数优化与定型摘要","table","04_results/report_evidence/parameter_random20_ardg_rgpc_final/controller_summary.csv","05_visuals/final_shared_assets/data/screen_summary.json;08_provenance/machine_contract/MAIN_ALGORITHM_FROZEN.json","Word表格；数值按登记来源核对","MWORKS Sysplorer/Syslab/Word","9FA31C5FA8F93ED31724C456B878086AB1BB9F5CC9150749251D85377CABCC49;35988632C341875C7326DBB7D5899127306A7A5B768F7D682FD956DB3DA14048","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
"TAB_6-4","表6-4","参数工况、环境退化与统计结果摘要","table","05_visuals/assets/report_sources/data/FIG_6-7__figure_6_7_environment_transparency.csv","04_results/report_evidence/parameter11_ardg_rgpc_final/summary.json;04_results/report_evidence/parameter_random20_ardg_rgpc_final/statistical_summary.json;05_visuals/final_shared_assets/G-J_completion_assets/data/environment_public_source.csv","Word表格；数值按登记来源核对","MWORKS Sysplorer/Syslab/Word","17B57FEF553EAC92A06AB8109FF7BC15D77C7F373D1709A837C0777ED0B8FD2A;6082D9756664F37CCCF343960D39AD2AB5BA72A6594B633D14E56D7F03CFA638;EA296705844DAFB35B5C028A7C125D2CD9699CEC4A1EC89A5A93423C26602011","","admitted","报告排版表格；包内保留结构化数据或模型来源。"
